"Id","OwnerId","IsDeleted","Name","CreatedDate","CreatedById","LastModifiedDate","LastModifiedById","SystemModstamp","LastViewedDate","LastReferencedDate","ConnectionReceivedId","ConnectionSentId","nFORCE__App__c","nFORCE__Body__c","nFORCE__Group__c","nFORCE__Icon_Class__c","nFORCE__Is_Hidden__c","nFORCE__Navigation__c","nFORCE__Order__c","nFORCE__Parent_App__c","nFORCE__Screen__c","nFORCE__Sub_Navigation__c","nFORCE__Toolbar__c","nFORCE__Topbar__c","nFORCE__lookupKey__c","nFORCE__Taxonomy_Id__c","nFORCE__Parameters__c","nFORCE__Body_Type__c","nFORCE__Description__c"
"a2EDm0000008oBCMAY","005Dm000000nnayIAA","","Collateral","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000001PCR8IAO","","","","","","sbl-secured-collateral","NPORTAL__Collateral","","","false","NPORTAL__ApplicationNavigation","80.0","","","","","NPORTAL__LoanTopbar","42913376147653200","sbl-secured-collateral","","",""
"a2EDm0000008oBDMAY","005Dm000000nnayIAA","","Others Involved","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000001PCR8IAO","","","","","","sbl-secured-others","NPORTAL__OthersInvolved","","","false","NPORTAL__ApplicationNavigation","90.0","","","","","NPORTAL__LoanTopbar","42864606498613900","sbl-secured-others","","",""
"a2EDm0000008oBEMAY","005Dm000000nnayIAA","","Review & Submit","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000001PCR8IAO","","","","","","sbl-secured-review","NPORTAL__PortalReview","","","false","NPORTAL__ApplicationNavigation","100.0","","","","","NPORTAL__LoanTopbar","42901255697639200","sbl-secured-review","","",""
"a2EDm0000008oBFMAY","005Dm000000nnayIAA","","Next Steps","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000001PCR8IAO","","","","","","sbl-secured-next-steps","NPORTAL__NextSteps","","","false","NPORTAL__ApplicationNavigation","110.0","","","","","NPORTAL__LoanTopbar","42044465343190300","sbl-secured-next-steps","","",""
"a2EDm0000008oBGMAY","005Dm000000nnayIAA","","Application","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000001PCR8IAO","","","","","","sbl-secured-apply-other","NPORTAL__PortalForm","","","false","NPORTAL__ApplicationNavigation","10.0","","","","","NPORTAL__LoanTopbar","42224456560663400","sbl-secured-apply-other","","",""
"a2EDm0000008oBHMAY","005Dm000000nnayIAA","","Personal Info","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000001PCR8IAO","","","","","","sbl-secured-personal-other","NPORTAL__PortalForm","","","false","NPORTAL__ApplicationNavigation","20.0","","a2GDm000000LGAtMAO","","","NPORTAL__LoanTopbar","42694588657848700","sbl-secured-personal-other","","",""
"a2EDm0000008oBIMAY","005Dm000000nnayIAA","","Verification","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000001PCR8IAO","","","","","","sbl-secured-eid-other","NPORTAL__PortalEIDVerification","","","false","NPORTAL__ApplicationNavigation","30.0","","","","","NPORTAL__LoanTopbar","42834610049204000","sbl-secured-eid-other","","",""
"a2EDm0000008oBJMAY","005Dm000000nnayIAA","","Review & Submit","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000001PCR8IAO","","","","","","sbl-secured-review-other","NPORTAL__PortalReview","","","false","NPORTAL__ApplicationNavigation","40.0","","","","","NPORTAL__LoanTopbar","42829002531088200","sbl-secured-review-other","","",""
"a2EDm0000008oBKMAY","005Dm000000nnayIAA","","Next Steps","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000001PCR8IAO","","","","","","sbl-secured-next-steps-other","NPORTAL__NextSteps","","","false","NPORTAL__ApplicationNavigation","50.0","","","","","NPORTAL__LoanTopbar","42329879635053100","sbl-secured-next-steps-other","","",""
"a2EDm0000008oBLMAY","005Dm000000nnayIAA","","Application","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000001PCR8IAO","","","","","","sbl-apply","NPORTAL__PortalForm","","","false","NPORTAL__ApplicationNavigation","10.0","","","","","NPORTAL__LoanTopbar","42812748354563600","sbl-apply","","",""
"a2EDm0000008oBMMAY","005Dm000000nnayIAA","","Eligibility","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000001PCR8IAO","","","","","","sbl-eligibility","NPORTAL__PortalForm","","","false","NPORTAL__ApplicationNavigation","20.0","","a2GDm000000LGAuMAO","","","NPORTAL__LoanTopbar","42116018164856500","sbl-eligibility","","",""
"a2EDm0000008oBNMAY","005Dm000000nnayIAA","","Your Business","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000001PCR8IAO","","","","","","sbl-business","NPORTAL__PortalForm","","","false","NPORTAL__ApplicationNavigation","30.0","","","","","NPORTAL__LoanTopbar","42394118637411000","sbl-business","","",""
"a2EDm0000008oBOMAY","005Dm000000nnayIAA","","Business Search","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000001PCR8IAO","","","","","","sbl-account-search","NPORTAL__SearchResults","","","false","NPORTAL__ApplicationNavigation","40.0","","","","","NPORTAL__LoanTopbar","42704608667688600","sbl-account-search","","",""
"a2EDm0000008oBPMAY","005Dm000000nnayIAA","","Business Info","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000001PCR8IAO","","","","","","sbl-business-info","NPORTAL__PortalForm","","","false","NPORTAL__ApplicationNavigation","50.0","","a2GDm000000LGAvMAO","","","NPORTAL__LoanTopbar","42257741416186600","sbl-business-info","","",""
"a2EDm0000008oBQMAY","005Dm000000nnayIAA","","Personal Info","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000001PCR8IAO","","","","","","sbl-personal","NPORTAL__PortalForm","","","false","NPORTAL__ApplicationNavigation","60.0","","a2GDm000000LGAsMAO","","","NPORTAL__LoanTopbar","42441231746326200","sbl-personal","","",""
"a2EDm0000008oBRMAY","005Dm000000nnayIAA","","Others Involved","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000001PCR8IAO","","","","","","sbl-others","NPORTAL__OthersInvolved","","","false","NPORTAL__ApplicationNavigation","70.0","","","","","NPORTAL__LoanTopbar","42488246185036800","sbl-others","","",""
"a2EDm0000008oBSMAY","005Dm000000nnayIAA","","Review & Submit","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000001PCR8IAO","","","","","","sbl-review","NPORTAL__PortalReview","","","false","NPORTAL__ApplicationNavigation","80.0","","","","","NPORTAL__LoanTopbar","42981336429529300","sbl-review","","",""
"a2EDm0000008oBTMAY","005Dm000000nnayIAA","","Next Steps","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000001PCR8IAO","","","","","","sbl-next-steps","NPORTAL__NextSteps","","","false","NPORTAL__ApplicationNavigation","90.0","","","","","NPORTAL__LoanTopbar","42930847773464200","sbl-next-steps","","",""
"a2EDm0000008oBUMAY","005Dm000000nnayIAA","","Application","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000001PCR8IAO","","","","","","sbl-apply-ind-other","NPORTAL__PortalForm","","","false","NPORTAL__ApplicationNavigation","10.0","","","","","NPORTAL__LoanTopbar","42132505447223900","sbl-apply-ind-other","","",""
"a2EDm0000008oBVMAY","005Dm000000nnayIAA","","Personal Info","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000001PCR8IAO","","","","","","sbl-personal-ind-other","NPORTAL__PortalForm","","","false","NPORTAL__ApplicationNavigation","20.0","","a2GDm000000LGAwMAO","","","NPORTAL__LoanTopbar","42456042702573700","sbl-personal-ind-other","","",""
"a2EDm0000008oBWMAY","005Dm000000nnayIAA","","Verification","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000001PCR8IAO","","","","","","sbl-eid-ind-other","NPORTAL__PortalEIDVerification","","","false","NPORTAL__ApplicationNavigation","30.0","","","","","NPORTAL__LoanTopbar","42391660813435300","sbl-eid-ind-other","","",""
"a2EDm0000008oBXMAY","005Dm000000nnayIAA","","Review & Submit","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000001PCR8IAO","","","","","","sbl-review-ind-other","NPORTAL__PortalReview","","","false","NPORTAL__ApplicationNavigation","40.0","","","","","NPORTAL__LoanTopbar","42909018072974000","sbl-review-ind-other","","",""
"a2EDm0000008oBYMAY","005Dm000000nnayIAA","","Next Steps","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000001PCR8IAO","","","","","","sbl-next-steps-ind-other","NPORTAL__NextSteps","","","false","NPORTAL__ApplicationNavigation","50.0","","","","","NPORTAL__LoanTopbar","42350666374813600","sbl-next-steps-ind-other","","",""
"a2EDm0000008oBZMAY","005Dm000000nnayIAA","","New Limit/Sub/Takedown","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000001PCR8IAO","","","","","","action-add-takedown-m","llc_bi__LoanFacilityCreation","","n-icon-copy_loan","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__topbar","67456754675647","action-add-takedown-m","complex=1","",""
"a2EDm0000008oBaMAI","005Dm000000nnayIAA","","Pricing-Required Fields","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","","","loan-pricing-required-m","nforce__ncdatagrid","","n-icon-loan","false","nforce__navigation","","","a2GDm000000LGAxMAO","nforce__sub_navigation","","nforce__topbar","loan-pricing-required-m","loan-pricing-required-m","","",""
"a2EDm0000008oBbMAI","005Dm000000nnayIAA","","Collateral","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","","","pp-sn-collateral-master","LLC_BI__ProdPkgUICollateral2Management","","","false","nforce__navigation","","","a2GDm000000LGAyMAO","nforce__sub_navigation","","nforce__topbar","36291563816286400","pp-sn-collateral-master","","",""
"a2EDm0000008oBcMAI","005Dm000000nnayIAA","","Test Action Tab 1","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000001PCR8IAO","","","","","","tmmcr-Treasury00(TestActionTab1)-00","","","","false","","","","","","","","42329437058403800","tmmcr-Treasury00(TestActionTab1)-00","","",""
"a2EDm0000008oBdMAI","005Dm000000nnayIAA","","Test Pickist 1","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000001PCR8IAO","","","","","","tmmpr-Treasury00(TestPickist1)-00","","","","false","","","","a2GDm000000LGAzMAO","","","","429446046658847000","tmmpr-Treasury00(TestPickist1)-00","","",""
"a2EDm0000008oBfMAI","005Dm000000nnayIAA","","Product Summary","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000001PCR8IAO","","","","","","master-treasury-services-product-summary","llc_bi__koproductsummary","","n-icon-treasury_management","false","nforce__navigation","","","a2GDm000000LGB0MAO","nforce__sub_navigation","","nforce__topbar","11121567002571500","master-treasury-services-product-summary","","",""
"a2EDm0000008oBhMAI","005Dm000000nnayIAA","","Treasury Service Details","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000001PCR8IAO","","","","","","master-treasury-services-treasury-service-details","nforce__ncdatagrid","","","false","nforce__navigation","","","a2GDm000000LGB1MAO","nforce__sub_navigation","","nforce__topbar","27751567002571500","master-treasury-services-treasury-service-details","","",""
"a2EDm0000008oBiMAI","005Dm000000nnayIAA","","Credit Memo","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000001PCR8IAO","","","","","","action-master-treasury-services-credit-memo","llc_bi__tmo_credit_memo_redirect","","","false","nforce__blank","","","","nforce__blank","","nforce__blank","66241567002571500","action-master-treasury-services-credit-memo","","",""
"a2EDm0000008oBjMAI","005Dm000000nnayIAA","","Forms Gen","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000001PCR8IAO","","","","","","action-master-treasury-services-forms-gen","llc_bi__tmo_forms_gen_redirect","","","false","nforce__blank","","","","nforce__blank","","nforce__blank","75971567002571500","action-master-treasury-services-forms-gen","","",""
"a2EDm0000008oBlMAI","005Dm000001PCRAIA4","","Credit Analysis Data Mapping","2023-02-24T16:04:45.000Z","005Dm000001PCRAIA4","2023-02-24T16:04:45.000Z","005Dm000001PCRAIA4","","","","","","spreads-configuration-data-import","nCRED__Spreads_Import_Administration","","","false","nFORCE__navigation","","","","nFORCE__sub_navigation","","nFORCE__ngtopbar","42134673052841700","spreads-configuration-data-import","mappingType=SpreadsAPIAdmin","",""
"a2EDm0000008oBmMAI","005Dm000000nnayIAA","","Consolidation Mapping","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000001PCR8IAO","","","","","","spreads-configuration-consolidation-mapping","nCRED__Spreads_Import_Administration","","","false","nFORCE__navigation","","","","nFORCE__sub_navigation","","nforce__nctopbar","42197062216074895","spreads-configuration-consolidation-mapping","mappingType=consolidation","",""
"a2EDm0000008oBqMAI","005Dm000000nnayIAA","","Generate Credit Memo","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","","","action-generate-credit-memo","nFORMS__NewFormGenerator","","n-icon-credit_memo","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__topbar","42262522727677391","action-generate-credit-memo","form_purpose=Credit Memo","",""
"a2EDm0000008oBrMAI","005Dm000000nnayIAA","","Opportunities","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","","","relationship-opportunities","nforce__korelatedtable","","n-icon-loan","false","nforce__inline_navigation","","","a2GDm000000LGB5MAO","nforce__sub_navigation","","nforce__topbar","42083901142471833","relationship-opportunities","","",""
"a2EDm0000008oBsMAI","005Dm000000nnayIAA","","Beneficial Ownership","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","","","relationship-beneficial-ownership-summary","nforce__ncrelatedlist","","","false","nforce__inline_navigation","","","a2GDm000000LGB6MAO","nforce__sub_navigation","","nforce__topbar","42206727345973537","relationship-beneficial-ownership-summary","","",""
"a2EDm0000008oBtMAI","005Dm000000nnayIAA","","Submit for Approval","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","","","pp-submit-for-approval","nforce__ncdatagrid","","","false","nforce__navigation","","","a2GDm000000LGB7MAO","nforce__sub_navigation","","nforce__topbar","42997909921970894","pp-submit-for-approval","","",""
"a2EDm0000008oBuMAI","005Dm000000nnayIAA","","HMDA Eligibility","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","","","comm-accel-loan-hmda-eligibility","llc_bi__Questionnaire_Loan_App","","n-icon-hmda","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__topbar","66581615577844685","comm-accel-loan-hmda-eligibility","","",""
"a2EDm0000008oBvMAI","005Dm000000nnayIAA","","Reg O","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","","","comm-accel-loan-reg-o","llc_bi__Questionnaire_Loan_App","","n-icon-hmda","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__topbar","15171615577844686","comm-accel-loan-reg-o","","",""
"a2EDm0000008oBwMAI","005Dm000000nnayIAA","","Reg W","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","","","comm-accel-loan-reg-w","llc_bi__Questionnaire_Loan_App","","n-icon-hmda","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__topbar","64781615577844687","comm-accel-loan-reg-w","","",""
"a2EDm0000008oBxMAI","005Dm000000nnayIAA","","HVCRE","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","","","comm-accel-loan-hvcre","llc_bi__Questionnaire_Loan_App","","n-icon-hmda","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__topbar","83231615577844687","comm-accel-loan-hvcre","","",""
"a2EDm0000008oByMAI","005Dm000000nnayIAA","","CRA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","","","comm-accel-loan-cra","llc_bi__Questionnaire_Loan_App","","n-icon-hmda","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__topbar","58171615577844688","comm-accel-loan-cra","","",""
"a2EDm0000008oBzMAI","005Dm000000nnayIAA","","All Loans","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","","","list-view-all-loans","llc_bi:relationshipLoans","","","false","","","","a2GDm000000LGB8MAO","","","","rcaui-42813272379","list-view-all-loans","","",""
"a2EDm0000008oC0MAI","005Dm000000nnayIAA","","Credit Actionable Loans","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","","","list-view-ca-loans","llc_bi:relationshipLoans","","","false","","","","a2GDm000000LGB9MAO","","","","rcaui-42668289420","list-view-ca-loans","","",""
"a2EDm0000008oC1MAI","005Dm000000nnayIAA","","Credit Actions","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","","","rca-action-credit-action","llc_bi:creditActionWorkflowAura","","","false","","","","a2GDm000000LGBAMA4","","","","rcaui-42786251759","rca-action-credit-action","","",""
"a2EDm0000008oC2MAI","005Dm000000nnayIAA","","Key Dates - Editable","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000001PCR8IAO","","","","","","key-dates-editable","nforce__ncdatagrid","","n-icon-loan","false","nforce__navigation","","","a2GDm000000LGBBMA4","nforce__sub_navigation","","nforce__topbar","42653755985208800","key-dates-editable","","",""
"a2EDm0000008oC3MAI","005Dm000000nnayIAA","","Key Dates - Read Only","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000001PCR8IAO","","","","","","key-dates-read-only","nforce__ncdatagrid","","n-icon-loan","false","nforce__navigation","","","a2GDm000000LGBCMA4","nforce__sub_navigation","","nforce__topbar","42837238495684900","key-dates-read-only","","",""
